workerid,proliferate.condition,center_embedding,confidence,continuation,header,individual_judgment,item,passive,population_judgment,slide_number_in_experiment,time,version,subject_information.affiliation,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.legaltraining,subject_information.problems,subject_information.race,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
289,condition1,yes,0.89,"Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident occurs with oil that is leaked by a fixed heating installation results in damage to the policyholder's property.""</b>",yes,Escape Of Oil,yes,85,7,38573,covered,1,49,Yes,,1,2,Male,English,0,,White,Firefox,Linux,900,1440,11.970866666666666,
289,condition1,no,0.84,"Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" An ""Emergency Damages"" event is defined as follows: <b> ""An incident occurs when first responders force open an entry to the policyholder's home. This incident causes damage to the policyholder's property.""</b>",yes,Emergency Damages,no,80,8,54022,controversial,1,49,Yes,,1,2,Male,English,0,,White,Firefox,Linux,900,1440,11.970866666666666,
289,condition1,yes,0.6,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits one of his car's side mirrors. When he returns, he discovers that the side mirror has been severely damaged and that broken shards from the side mirror managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" A ""Vehicle Glass Damage"" event is defined as follows: <b>""An accident occurs when an outside force that breaks vehicle glass results in damage to the body work of the policyholder's vehicle.""</b>",yes,Vehicle Glass,no,60,9,47189,controversial,1,49,Yes,,1,2,Male,English,0,,White,Firefox,Linux,900,1440,11.970866666666666,
289,condition1,yes,0.96,"One day, Ken parks his car next to his home and leaves a smoldering cigarette butt in his car ashtray. The cigarette butt does not catch fire, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" A ""Vehicle Fire"" incident is defined as follows: <b>""An incident with an outside force that instigates a fire or explosion results in damage to the policyholder's vehicle.""</b>",no,Vehicle Fire,no,99,10,58762,uncovered,1,49,Yes,,1,2,Male,English,0,,White,Firefox,Linux,900,1440,11.970866666666666,
289,condition1,yes,0.84,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" A ""Malicious Acts or Vandalism"" event is defined as follows: <b>""An incident occurs when a colorant or stain that is wielded by an adverse third party causes damage to the policyholder's property.""</b>",yes,Malicious Acts Or Vandalism,yes,85,11,50524,controversial,1,49,Yes,,1,2,Male,English,0,,White,Firefox,Linux,900,1440,11.970866666666666,
289,condition1,no,0.83,Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water"" event is defined as follows: <b> ""An incident occurs when water abruptly and unexpectedly leaks from an internal source. This incident results in damage to the policyholder's property.""</b>",yes,Escape Of Water,yes,75,12,51838,controversial,1,49,Yes,,1,2,Male,English,0,,White,Firefox,Linux,900,1440,11.970866666666666,
289,condition1,no,0.65,"One day, Gwen drives her SUV to the grocery store. While looking for a parking space, she injures her wrist when her SUV collides with another car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident occurs with a vehicular collision that produces an accidental injury. This incident results in damage to the policyholder's person.""</b>",yes,Personal Accident,no,60,13,31150,covered,1,49,Yes,,1,2,Male,English,0,,White,Firefox,Linux,900,1440,11.970866666666666,
289,condition1,yes,0.85,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he accidentally drops his wedding ring down a pipe that leads to the kitchen. In order to access the pipe and retrieve the ring, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" A ""Trace and Access"" event is defined as follows: <b> ""An incident occurs when cables or pipes connected to the policyholder's home are located by a skilled professional resulting in damage to the policyholder's property.""</b>",no,Trace And Access,yes,80,14,51563,uncovered,1,49,Yes,,1,2,Male,English,0,,White,Firefox,Linux,900,1440,11.970866666666666,
289,condition1,no,0.96,"Denise is moving to a new home on the other side of town. She rents a truck and decides she will move her own belongings out of her current home. During the move, her truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" A ""House Removal"" event is defined as follows: <b> ""An incident occurs with belongings from the policyholder's home that are removed by professional removal contractors. This incident causes damage to the policyholder's belongings.""</b>",no,House Removal,yes,98,15,76734,uncovered,1,49,Yes,,1,2,Male,English,0,,White,Firefox,Linux,900,1440,11.970866666666666,
289,condition1,yes,0.94,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his roof, causing a fire. Almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident with a storm that creates lightning results in damage to the policyholder's property.""</b>",yes,Storm Damage,no,90,16,24504,covered,1,49,Yes,,1,2,Male,English,0,,White,Firefox,Linux,900,1440,11.970866666666666,
294,condition1,no,0.83,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" ""Hail Damage"" is defined as follows: <b>""damage from hail of such intensity that it causes damage specifically to hard surfaces or breaks glass.""</b>",no,Hail Damage,no,87,3,48302,filler_uncovered,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
294,condition1,no,0.48,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" ""Vehicle Theft"" is defined as follows: <b>""loss as a result of theft to the policyholder's car or car accessories.""</b>",yes,Vehicle Theft,no,52,4,40730,filler_covered,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
294,condition1,no,0.72,Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water'' event is defined as follows: <b> ""An incident occurs when an internal source that abruptly and unexpectedly leaks water. This incident results in damage to the policyholder's property.""</b>",no,Escape Of Water,no,58,5,43201,uncovered,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
294,condition1,yes,0.97,"Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" An ""Emergency Damages"" event is defined as follows: <b> ""An incident occurs when first responders that force open an entry to the policyholder's causing damage to the policyholder's property.""</b>",no,Emergency Damages,no,91,6,36809,uncovered,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
294,condition1,yes,0.88,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his street's power line, causing a power surge. The power surge causes the space heater in Cam's attic to catch fire, and almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident with a storm that creates lightning results in damage to the policyholder's property.""</b>",yes,Storm Damage,no,88,7,33005,controversial,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
294,condition1,yes,0.99,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that a group of neighborhood teenagers spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" A ""Malicious Acts or Vandalism"" event is defined as follows: <b>""An incident occurs when a colorant or stain that is wielded by an adverse third party causes damage to the policyholder's property.""</b>",yes,Malicious Acts Or Vandalism,yes,98,8,33035,covered,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
294,condition1,no,0.83,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits one of his car's side mirrors. When he returns, he discovers that the side mirror has been severely damaged and that broken shards from the side mirror managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" A ""Vehicle Glass Damage"" event is defined as follows: <b>""An accident occurs when vehicle glass is broken by an outside force. This accident results in damage to the body work of the policyholder's vehicle.""</b>",yes,Vehicle Glass,yes,42,9,37785,controversial,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
294,condition1,no,0.85,"Gavin works as an A/C repair technician in a small town. One day, Gavin offers to help his girlfriend repair an air conditioner located on the second story of her home. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" A ""General Damages'' event is defined as follows: <b> ""An accident within regular working conditions that incurs an injury to the policyholder. This incident results in missed employment for the policyholder.""</b>",no,General Damages,no,52,10,70368,controversial,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
294,condition1,yes,0.55,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he notices more extensive damage to a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" A ""Trace and Access"" event is defined as follows: <b> ""An incident occurs when a skilled professional locates cables or pipes connected to the policyholder's home resulting in damage to the policyholder's property.""</b>",no,Trace And Access,no,49,11,44827,covered,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
294,condition1,yes,0.73,"One day, Gwen drives her SUV to the grocery store. After buying groceries, she injures her wrist when she lifts a heavy grocery bag into her car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident with an accidental injury that is produced in a vehicular collision results in damage to the policyholder's person.""</b>",no,Personal Accident,yes,85,12,48934,uncovered,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
294,condition1,yes,0.96,"Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident occurs with oil that is leaked by a fixed heating installation results in damage to the policyholder's property.""</b>",no,Escape Of Oil,yes,92,13,30716,controversial,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
294,condition1,no,0.97,"One day, Ken parks his car next to his home and leaves a smoldering cigarette butt in his car ashtray. The cigarette butt does not catch fire, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" A ""Vehicle Fire"" incident is defined as follows: <b>""An incident occurs with a fire or explosion that is instigated by an outside force. This incident results in damage to the policyholder's property.""</b>",no,Vehicle Fire,yes,95,14,22701,uncovered,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
294,condition1,no,0.98,"Denise is moving to a new home on the other side of town. She pays a professional moving company to move her belongings out of her current home. During the move, the moving truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" A ""House Removal"" event is defined as follows: <b> ""An incident occurs with professional removal contractors who remove belongings from the policyholder's home. This incident causes damage to the policyholder's belongings."" </b>",yes,House Removal,no,90,15,29916,covered,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
294,condition1,no,0.99,"One evening, an earthquake erupts near Blake's house. The force of the earthquake causes Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" A ""Ground Heave"" event is defined as follows: <b>""An incident occurs when ground movement or landslip is induced by an outside force. This incident causes damage to the policyholder's property.""</b>",yes,Ground Heave,yes,99,16,26041,covered,2,62,Yes,Easy to follow and enough variety in scenarios to keep me engaged.,4,1,Female,English,0,No,White,Chrome,Windows,864,1536,10.938883333333331,
220,condition1,no,0.99,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" ""Hail Damage"" is defined as follows: <b>""damage from hail of such intensity that it causes damage specifically to hard surfaces or breaks glass.""</b>",no,Hail Damage,no,90,3,35107,filler_uncovered,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
220,condition1,no,0.98,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" ""Vehicle Theft"" is defined as follows: <b>""loss as a result of theft to the policyholder's car or car accessories.""</b>",yes,Vehicle Theft,no,90,4,29588,filler_covered,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
220,condition1,yes,0.97,"Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident occurs with oil that is leaked by a fixed heating installation results in damage to the policyholder's property.""</b>",yes,Escape Of Oil,yes,70,5,45328,covered,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
220,condition1,no,0.98,"Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" An ""Emergency Damages"" event is defined as follows: <b> ""An incident occurs when first responders force open an entry to the policyholder's home. This incident causes damage to the policyholder's property.""</b>",yes,Emergency Damages,no,50,6,68224,uncovered,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
220,condition1,no,0.97,Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water"" event is defined as follows: <b> ""An incident occurs when water abruptly and unexpectedly leaks from an internal source. This incident results in damage to the policyholder's property.""</b>",yes,Escape Of Water,yes,90,7,33628,covered,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
220,condition1,no,0.44,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he inadvertently punctures a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" A ""Trace and Access"" event is defined as follows: <b> ""An incident occurs when cables or pipes connected to the policyholder's home are located by a skilled professional. This incident results in damage to the policyholder's property.""</b>",no,Trace And Access,yes,50,8,53834,controversial,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
220,condition1,yes,0.95,"Denise is moving to a new home on the other side of town. She pays a professional moving company to move her belongings out of her current home. During the move, the moving truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" A ""House Removal"" event is defined as follows: <b> ""An incident occurs when professional removal contractors who remove belongings from the policyholder's home cause damage to the policyholder's property."" </b>",yes,House Removal,no,75,9,44353,covered,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
220,condition1,no,0.53,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" A ""Malicious Acts or Vandalism"" event is defined as follows: <b>""An incident occurs when an adverse third party wields a colorant or stain. This incident causes damage to the policyholder's property.""</b>",yes,Malicious Acts Or Vandalism,no,50,10,44429,controversial,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
220,condition1,yes,0.97,"One evening, two semi trucks collide with one another at high speed outside Blake's house. The impact from the crash causes Blake's house to shake and thereby damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" A ""Ground Heave"" event is defined as follows: <b>""An incident occurs when ground movement or landslip that is induced by an outside force causes damage to the policyholder's property.""</b>",yes,Ground Heave,yes,90,11,27786,controversial,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
220,condition1,no,0.77,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front hood. When he returns, he discovers that the hood has been severely damaged. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" A ""Vehicle Glass Damage"" event is defined as follows: <b>""An accident occurs when vehicle glass is broken by an outside force. This accident results in damage to the body work of the policyholder's vehicle.""</b>",no,Vehicle Glass,yes,50,12,37992,uncovered,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
220,condition1,no,0.95,"One day, Gwen drives her SUV to the grocery store. While looking for a parking space, she injures her wrist when her SUV collides with another car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident occurs with a vehicular collision that produces an accidental injury. This incident results in damage to the policyholder's person.""</b>",yes,Personal Accident,no,90,13,67770,covered,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
220,condition1,yes,1,"Gavin works as an A/C repair technician in a small town. One day, Gavin is off from work and decides to put holiday lights up on his roof. Because Gavin is an experienced repairman, he figures he doesn't need a ladder to get onto his roof and decides to free climb the exterior wall of his house instead. While climbing the wall, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" A ""General Damages'' event is defined as follows: <b> ""An accident with an injury that is incurred within regular working conditions results in missed employment for the policyholder.""</b>",no,General Damages,yes,90,14,51008,uncovered,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
220,condition1,yes,0.99,"One day, Ken parks his car next to his home and leaves a smoldering cigarette butt in his car ashtray. The cigarette butt does not catch fire, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" A ""Vehicle Fire"" incident is defined as follows: <b>""An incident with an outside force that instigates a fire or explosion results in damage to the policyholder's vehicle.""</b>",no,Vehicle Fire,no,90,15,31568,uncovered,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
220,condition1,yes,0.89,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his street's power line, causing a power surge. The power surge causes the space heater in Cam's attic to catch fire, and almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident with a storm that creates lightning results in damage to the policyholder's property.""</b>",yes,Storm Damage,no,70,16,30284,controversial,6,36,Yes,I am interested to know if an estranged family member is considered a third party?,3,1,Female,English,0,none,White,Chrome,Linux,864,1536,11.9591,
238,condition1,no,0.99,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" ""Hail Damage"" is defined as follows: <b>""damage from hail of such intensity that it causes damage specifically to hard surfaces or breaks glass.""</b>",no,Hail Damage,no,75,3,34550,filler_uncovered,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
238,condition1,no,0.99,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" ""Vehicle Theft"" is defined as follows: <b>""loss as a result of theft to the policyholder's car or car accessories.""</b>",yes,Vehicle Theft,no,95,4,27327,filler_covered,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
238,condition1,no,0.99,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered with drawings made in permanent marker. She reviews her home surveillance footage and sees that it was her children who drew on the wall. She hires professional painters to paint over the drawing. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" A ""Malicious Acts or Vandalism"" event is defined as follows: <b>""An incident occurs when a colorant or stain is wielded by an adverse third party. This incident causes damage to the policyholder's property.""</b>",yes,Malicious Acts Or Vandalism,yes,65,5,37691,uncovered,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
238,condition1,no,0.99,Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water"" event is defined as follows: <b> ""An incident occurs when water abruptly and unexpectedly leaks from an internal source. This incident results in damage to the policyholder's property.""</b>",yes,Escape Of Water,yes,70,6,38680,controversial,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
238,condition1,yes,0.99,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he notices more extensive damage to a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" A ""Trace and Access"" event is defined as follows: <b> ""An incident occurs when a skilled professional locates cables or pipes connected to the policyholder's home resulting in damage to the policyholder's property.""</b>",yes,Trace And Access,no,55,7,36272,covered,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
238,condition1,yes,0.98,"Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" A ""General Damages'' event is defined as follows: <b> ""An accident with an injury that is incurred within regular working conditions results in missed employment for the policyholder.""</b>",yes,General Damages,yes,70,8,43424,covered,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
238,condition1,no,0.98,"One evening, an earthquake erupts near Blake's house. The force of the earthquake causes Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" A ""Ground Heave"" event is defined as follows: <b>""An incident occurs when ground movement or landslip is induced by an outside force. This incident causes damage to the policyholder's property.""</b>",yes,Ground Heave,yes,55,9,35848,covered,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
238,condition1,no,0.73,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits one of his car's side mirrors. When he returns, he discovers that the side mirror has been severely damaged and that broken shards from the side mirror managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" A ""Vehicle Glass Damage"" event is defined as follows: <b>""An accident occurs when an outside force breaks vehicle glass. This accident results in damage to the body work of the policyholder's vehicle.""</b>",yes,Vehicle Glass,no,45,10,39415,controversial,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
